NAICS Description,naics2002,data,total
Architectural and Structural Metals Manufacturing,3323,firms,12715
,3323,estab.,13705
,3323,empl.,398786
,3323,ann. pay.,16551310
,3323,est. rec.,89076836
Plate Work and Fabricated Structural Product Manufacturing,33231,firms,5194
,33231,estab.,5605
,33231,empl.,172456
,33231,ann. pay.,7758363
,33231,est. rec.,46176033
Prefabricated Metal Building and Component Manufacturing,332311,firms,726
,332311,estab.,824
,332311,empl.,29944
,332311,ann. pay.,1254312
,332311,est. rec.,7569744
Fabricated Structural Metal Manufacturing,332312,firms,3367
,332312,estab.,3628
,332312,empl.,109752
,332312,ann. pay.,5129926
,332312,est. rec.,32156805
Plate Work Manufacturing,332313,firms,1122
,332313,estab.,1153
,332313,empl.,32760
,332313,ann. pay.,1374125
,332313,est. rec.,6449484
Ornamental and Architectural Metal Products Manufacturing,33232,firms,7566
,33232,estab.,8100
,33232,empl.,226330
,33232,ann. pay.,8792947
,33232,est. rec.,42900803
Metal Window and Door Manufacturing,332321,firms,1126
,332321,estab.,1300
,332321,empl.,73571
,332321,ann. pay.,2576263
,332321,est. rec.,13960968
Sheet Metal Work Manufacturing,332322,firms,3903
,332322,estab.,4181
,332322,empl.,113221
,332322,ann. pay.,4618724
,332322,est. rec.,21473413
Ornamental and Architectural Metal Work Manufacturing,332323,firms,2567
,332323,estab.,2619
,332323,empl.,39538
,332323,ann. pay.,1597960
,332323,est. rec.,7466422
"Boiler, Tank, and Shipping Container Manufacturing",3324,firms,1298
,3324,estab.,1570
,3324,empl.,93356
,3324,ann. pay.,4547843
,3324,est. rec.,31448390
Power Boiler and Heat Exchanger Manufacturing,33241,firms,281
,33241,estab.,311
,33241,empl.,22207
,33241,ann. pay.,1201704
,33241,est. rec.,5790104
Power Boiler and Heat Exchanger Manufacturing,332410,firms,281
,332410,estab.,311
,332410,empl.,22207
,332410,ann. pay.,1201704
,332410,est. rec.,5790104
Metal Tank (Heavy Gauge) Manufacturing,33242,firms,608
,33242,estab.,669
,33242,empl.,36630
,33242,ann. pay.,1662833
,33242,est. rec.,8151211
Metal Tank (Heavy Gauge) Manufacturing,332420,firms,608
,332420,estab.,669
,332420,empl.,36630
,332420,ann. pay.,1662833
,332420,est. rec.,8151211
"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing",33243,firms,421
,33243,estab.,590
,33243,empl.,34519
,33243,ann. pay.,1683306
,33243,est. rec.,17507075
Metal Can Manufacturing,332431,firms,72
,332431,estab.,196
,332431,empl.,19500
,332431,ann. pay.,1113778
,332431,est. rec.,13952452
Other Metal Container Manufacturing,332439,firms,356
,332439,estab.,394
,332439,empl.,15019
,332439,ann. pay.,569528
,332439,est. rec.,3554623
Hardware Manufacturing,3325,firms,711
,3325,estab.,795
,3325,empl.,41763
,3325,ann. pay.,1711081
,3325,est. rec.,9789797
Hardware Manufacturing,33251,firms,711
,33251,estab.,795
,33251,empl.,41763
,33251,ann. pay.,1711081
,33251,est. rec.,9789797
Hardware Manufacturing,332510,firms,711
,332510,estab.,795
,332510,empl.,41763
,332510,ann. pay.,1711081
,332510,est. rec.,9789797
Spring and Wire Product Manufacturing,3326,firms,1442
,3326,estab.,1614
,3326,empl.,53413
,3326,ann. pay.,1984922
,3326,est. rec.,10246612
Spring and Wire Product Manufacturing,33261,firms,1442
,33261,estab.,1614
,33261,empl.,53413
,33261,ann. pay.,1984922
,33261,est. rec.,10246612
Spring (Heavy Gauge) Manufacturing,332611,firms,114
,332611,estab.,118
,332611,empl.,4084
,332611,ann. pay.,170847
,332611,est. rec.,941180
Spring (Light Gauge) Manufacturing,332612,firms,277
,332612,estab.,341
,332612,empl.,14459
,332612,ann. pay.,569109
,332612,est. rec.,2767546
Other Fabricated Wire Product Manufacturing,332618,firms,1059
,332618,estab.,1155
,332618,empl.,34870
,332618,ann. pay.,1244966
,332618,est. rec.,6537886
"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",3327,firms,24820
,3327,estab.,25267
,3327,empl.,395207
,3327,ann. pay.,17086633
,3327,est. rec.,61250349
Machine Shops,33271,firms,21628
,33271,estab.,21855
,33271,empl.,277099
,33271,ann. pay.,11854517
,33271,est. rec.,40178863
Machine Shops,332710,firms,21628
,332710,estab.,21855
,332710,empl.,277099
,332710,ann. pay.,11854517
,332710,est. rec.,40178863
"Turned Product and Screw, Nut, and Bolt Manufacturing",33272,firms,3227
,33272,estab.,3412
,33272,empl.,118108
,33272,ann. pay.,5232116
,33272,est. rec.,21071486
Precision Turned Product Manufacturing,332721,firms,2450
,332721,estab.,2503
,332721,empl.,74285
,332721,ann. pay.,3177318
,332721,est. rec.,11149172
"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",332722,firms,793
,332722,estab.,909
,332722,empl.,43823
,332722,ann. pay.,2054798
,332722,est. rec.,9922314
"Coating, Engraving, Heat Treating, and Allied Activities",3328,firms,5605
,3328,estab.,6162
,3328,empl.,137183
,3328,ann. pay.,5305770
,3328,est. rec.,26542870
"Coating, Engraving, Heat Treating, and Allied Activities",33281,firms,5605
,33281,estab.,6162
,33281,empl.,137183
,33281,ann. pay.,5305770
,33281,est. rec.,26542870
Metal Heat Treating,332811,firms,595
,332811,estab.,755
,332811,empl.,21295
,332811,ann. pay.,980901
,332811,est. rec.,4554431
"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",332812,firms,2420
,332812,estab.,2661
,332812,empl.,58412
,332812,ann. pay.,2258801
,332812,est. rec.,14996423
"Electroplating, Plating, Polishing, Anodizing, and Coloring",332813,firms,2636
,332813,estab.,2746
,332813,empl.,57476
,332813,ann. pay.,2066068
,332813,est. rec.,6992016
Other Fabricated Metal Product Manufacturing,3329,firms,5825
,3329,estab.,6375
,3329,empl.,271223
,3329,ann. pay.,12346796
,3329,est. rec.,68268239
Metal Valve Manufacturing,33291,firms,1027
,33291,estab.,1267
,33291,empl.,100655
,33291,ann. pay.,4784626
,33291,est. rec.,28320245
Industrial Valve Manufacturing,332911,firms,392
,332911,estab.,482
,332911,empl.,37617
,332911,ann. pay.,1803842
,332911,est. rec.,11202434
Fluid Power Valve and Hose Fitting Manufacturing,332912,firms,305
,332912,estab.,381
,332912,empl.,37025
,332912,ann. pay.,1811755
,332912,est. rec.,8604627
Plumbing Fixture Fitting and Trim Manufacturing,332913,firms,131
,332913,estab.,146
,332913,empl.,10484
,332913,ann. pay.,432212
,332913,est. rec.,4024295
Other Metal Valve and Pipe Fitting Manufacturing,332919,firms,231
,332919,estab.,258
,332919,empl.,15529
,332919,ann. pay.,736817
,332919,est. rec.,4488889
All Other Fabricated Metal Product Manufacturing,33299,firms,4833
,33299,estab.,5108
,33299,empl.,170568
,33299,ann. pay.,7562170
,33299,est. rec.,39947994
Ball and Roller Bearing Manufacturing,332991,firms,110
,332991,estab.,182
,332991,empl.,28849
,332991,ann. pay.,1364715
,332991,est. rec.,8130369
Small Arms Ammunition Manufacturing,332992,firms,100
,332992,estab.,103
,332992,empl.,7540
,332992,ann. pay.,349982
,332992,est. rec.,1854329
Ammunition (except Small Arms) Manufacturing,332993,firms,38
,332993,estab.,47
,332993,empl.,5903
,332993,ann. pay.,294728
,332993,est. rec.,1796171
Small Arms Manufacturing,332994,firms,215
,332994,estab.,226
,332994,empl.,12598
,332994,ann. pay.,616637
,332994,est. rec.,3120966
Other Ordnance and Accessories Manufacturing,332995,firms,79
,332995,estab.,88
,332995,empl.,5355
,332995,ann. pay.,352177
,332995,est. rec.,1692236
Fabricated Pipe and Pipe Fitting Manufacturing,332996,firms,698
,332996,estab.,757
,332996,empl.,27143
,332996,ann. pay.,1161938
,332996,est. rec.,6543196
Industrial Pattern Manufacturing,332997,firms,434
,332997,estab.,438
,332997,empl.,4841
,332997,ann. pay.,213420
,332997,est. rec.,577793
Enameled Iron and Metal Sanitary Ware Manufacturing,332998,firms,77
,332998,estab.,82
,332998,empl.,5345
,332998,ann. pay.,227308
,332998,est. rec.,1436131
All Other Miscellaneous Fabricated Metal Product Manufacturing,332999,firms,3103
,332999,estab.,3185
,332999,empl.,72994
,332999,ann. pay.,2981265
,332999,est. rec.,14796803
Machinery Manufacturing,333,firms,23736
,333,estab.,26198
,333,empl.,1137540
,333,ann. pay.,56797227
,333,est. rec.,350737442
"Agriculture, Construction, and Mining Machinery Manufacturing",3331,firms,2723
,3331,estab.,3064
,3331,empl.,205545
,3331,ann. pay.,9788712
,3331,est. rec.,88255496
Agricultural Implement Manufacturing,33311,firms,1256
,33311,estab.,1349
,33311,empl.,82243
,33311,ann. pay.,3312230
,33311,est. rec.,31475616
Farm Machinery and Equipment Manufacturing,333111,firms,1120
,333111,estab.,1191
,333111,empl.,58833
,333111,ann. pay.,2580251
,333111,est. rec.,23008656
Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,333112,firms,142
,333112,estab.,158
,333112,empl.,23410
,333112,ann. pay.,731979
,333112,est. rec.,8466960
Construction Machinery Manufacturing,33312,firms,701
,33312,estab.,805
,33312,empl.,71330
,33312,ann. pay.,3437452
,33312,est. rec.,37826022
Construction Machinery Manufacturing,333120,firms,701
,333120,estab.,805
,333120,empl.,71330
,333120,ann. pay.,3437452
,333120,est. rec.,37826022
Mining and Oil and Gas Field Machinery Manufacturing,33313,firms,786
,33313,estab.,910
,33313,empl.,51972
,33313,ann. pay.,3039030
,33313,est. rec.,18953858
Mining Machinery and Equipment Manufacturing,333131,firms,239
,333131,estab.,265
,333131,empl.,11309
,333131,ann. pay.,557190
,333131,est. rec.,3253811
Oil and Gas Field Machinery and Equipment Manufacturing,333132,firms,550
,333132,estab.,645
,333132,empl.,40663
,333132,ann. pay.,2481840
,333132,est. rec.,15700047
Industrial Machinery Manufacturing,3332,firms,3656
,3332,estab.,3845
,3332,empl.,130022
,3332,ann. pay.,7600284
,3332,est. rec.,39679034
Sawmill and Woodworking Machinery Manufacturing,33321,firms,277
,33321,estab.,287
,33321,empl.,6475
,33321,ann. pay.,272256
,33321,est. rec.,1149373
Sawmill and Woodworking Machinery Manufacturing,333210,firms,277
,333210,estab.,287
,333210,empl.,6475
,333210,ann. pay.,272256
,333210,est. rec.,1149373
Plastics and Rubber Industry Machinery Manufacturing,33322,firms,509
,33322,estab.,523
,33322,empl.,15232
,33322,ann. pay.,759972
,33322,est. rec.,3591641
Plastics and Rubber Industry Machinery Manufacturing,333220,firms,509
,333220,estab.,523
,333220,empl.,15232
,333220,ann. pay.,759972
,333220,est. rec.,3591641
Other Industrial Machinery Manufacturing,33329,firms,2879
,33329,estab.,3035
,33329,empl.,108315
,33329,ann. pay.,6568056
,33329,est. rec.,34938020
Paper Industry Machinery Manufacturing,333291,firms,239
,333291,estab.,264
,333291,empl.,9926
,333291,ann. pay.,572280
,333291,est. rec.,2518329
Textile Machinery Manufacturing,333292,firms,315
,333292,estab.,326
,333292,empl.,6257
,333292,ann. pay.,276515
,333292,est. rec.,1130865
Printing Machinery and Equipment Manufacturing,333293,firms,404
,333293,estab.,433
,333293,empl.,13455
,333293,ann. pay.,752018
,333293,est. rec.,3383776
Food Product Machinery Manufacturing,333294,firms,480
,333294,estab.,505
,333294,empl.,16758
,333294,ann. pay.,940846
,333294,est. rec.,4336017
Semiconductor Machinery Manufacturing,333295,firms,202
,333295,estab.,222
,333295,empl.,24340
,333295,ann. pay.,2071283
,333295,est. rec.,14882286
All Other Industrial Machinery Manufacturing,333298,firms,1259
,333298,estab.,1285
,333298,empl.,37579
,333298,ann. pay.,1955114
,333298,est. rec.,8686747
Commercial and Service Industry Machinery Manufacturing,3333,firms,2136
,3333,estab.,2296
,3333,empl.,95729
,3333,ann. pay.,4829321
,3333,est. rec.,24787112
Commercial and Service Industry Machinery Manufacturing,33331,firms,2136
,33331,estab.,2296
,33331,empl.,95729
,33331,ann. pay.,4829321
,33331,est. rec.,24787112
Automatic Vending Machine Manufacturing,333311,firms,83
,333311,estab.,88
,333311,empl.,5292
,333311,ann. pay.,190763
,333311,est. rec.,1129876
"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",333312,firms,45
,333312,estab.,47
,333312,empl.,2543
,333312,ann. pay.,105333
,333312,est. rec.,535553
Office Machinery Manufacturing,333313,firms,95
,333313,estab.,100
,333313,empl.,9870
,333313,ann. pay.,555560
,333313,est. rec.,2681411
Optical Instrument and Lens Manufacturing,333314,firms,437
,333314,estab.,461
,333314,empl.,17539
,333314,ann. pay.,1036490
,333314,est. rec.,3976072
Photographic and Photocopying Equipment Manufacturing,333315,firms,236
,333315,estab.,244
,333315,empl.,6686
,333315,ann. pay.,351555
,333315,est. rec.,2851309
Other Commercial and Service Industry Machinery Manufacturing,333319,firms,1251
,333319,estab.,1356
,333319,empl.,53799
,333319,ann. pay.,2589620
,333319,est. rec.,13612891
"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",3334,firms,1518
,3334,estab.,1822
,3334,empl.,151175
,3334,ann. pay.,6166978
,3334,est. rec.,40855170
"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",33341,firms,1518
,33341,estab.,1822
,33341,empl.,151175
,33341,ann. pay.,6166978
,33341,est. rec.,40855170
Air Purification Equipment Manufacturing,333411,firms,305
,333411,estab.,353
,333411,empl.,14939
,333411,ann. pay.,575250
,333411,est. rec.,3013475
Industrial and Commercial Fan and Blower Manufacturing,333412,firms,142
,333412,estab.,163
,333412,empl.,10870
,333412,ann. pay.,445129
,333412,est. rec.,2281915
Heating Equipment (except Warm Air Furnaces) Manufacturing,333414,firms,392
,333414,estab.,421
,333414,empl.,21127
,333414,ann. pay.,916464
,333414,est. rec.,5385025
Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,333415,firms,704
,333415,estab.,885
,333415,empl.,104239
,333415,ann. pay.,4230135
,333415,est. rec.,30174755
Metalworking Machinery Manufacturing,3335,firms,7736
,3335,estab.,8010
,3335,empl.,167558
,3335,ann. pay.,8490110
,3335,est. rec.,29084938
Metalworking Machinery Manufacturing,33351,firms,7736
,33351,estab.,8010
,33351,empl.,167558
,33351,ann. pay.,8490110
,33351,est. rec.,29084938
Industrial Mold Manufacturing,333511,firms,1966
,333511,estab.,2012
,333511,empl.,37010
,333511,ann. pay.,1777337
,333511,est. rec.,5261364
Machine Tool (Metal Cutting Types) Manufacturing,333512,firms,565
,333512,estab.,579
,333512,empl.,17222
,333512,ann. pay.,1129940
,333512,est. rec.,4682476
Machine Tool (Metal Forming Types) Manufacturing,333513,firms,281
,333513,estab.,292
,333513,empl.,8716
,333513,ann. pay.,453282
,333513,est. rec.,1798072
"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",333514,firms,3089
,333514,estab.,3143
,333514,empl.,54199
,333514,ann. pay.,2670077
,333514,est. rec.,8182303
Cutting Tool and Machine Tool Accessory Manufacturing,333515,firms,1468
,333515,estab.,1532
,333515,empl.,35013
,333515,ann. pay.,1580261
,333515,est. rec.,5552931
Rolling Mill Machinery and Equipment Manufacturing,333516,firms,66
,333516,estab.,70
,333516,empl.,3062
,333516,ann. pay.,180688
,333516,est. rec.,957498
Other Metalworking Machinery Manufacturing,333518,firms,362
,333518,estab.,382
,333518,empl.,12336
,333518,ann. pay.,698525
,333518,est. rec.,2650294
"Engine, Turbine, and Power Transmission Equipment Manufacturing",3336,firms,771
,3336,estab.,930
,3336,empl.,102482
,3336,ann. pay.,5165796
,3336,est. rec.,42422646
"Engine, Turbine, and Power Transmission Equipment Manufacturing",33361,firms,771
,33361,estab.,930
,33361,empl.,102482
,33361,ann. pay.,5165796
,33361,est. rec.,42422646
Turbine and Turbine Generator Set Units Manufacturing,333611,firms,128
,333611,estab.,152
,333611,empl.,20333
,333611,ann. pay.,1180441
,333611,est. rec.,7876700
"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",333612,firms,200
,333612,estab.,230
,333612,empl.,13075
,333612,ann. pay.,638250
,333612,est. rec.,3110640
Mechanical Power Transmission Equipment Manufacturing,333613,firms,191
,333613,estab.,225
,333613,empl.,15979
,333613,ann. pay.,778071
,333613,est. rec.,4144016
Other Engine Equipment Manufacturing,333618,firms,271
,333618,estab.,323
,333618,empl.,53095
,333618,ann. pay.,2569034
,333618,est. rec.,27291290
Other General Purpose Machinery Manufacturing,3339,firms,5590
,3339,estab.,6231
,3339,empl.,285029
,3339,ann. pay.,14756026
,3339,est. rec.,85653046
Pump and Compressor Manufacturing,33391,firms,718
,33391,estab.,872
,33391,empl.,58460
,33391,ann. pay.,3245432
,33391,est. rec.,21970931
Pump and Pumping Equipment Manufacturing,333911,firms,420
,333911,estab.,503
,333911,empl.,30823
,333911,ann. pay.,1737862
,333911,est. rec.,11448901
Air and Gas Compressor Manufacturing,333912,firms,281
,333912,estab.,333
,333912,empl.,23285
,333912,ann. pay.,1251721
,333912,est. rec.,9235676
Measuring and Dispensing Pump Manufacturing,333913,firms,33
,333913,estab.,36
,333913,empl.,4352
,333913,ann. pay.,255849
,333913,est. rec.,1286354
Material Handling Equipment Manufacturing,33392,firms,1560
,33392,estab.,1685
,33392,empl.,80686
,33392,ann. pay.,3995159
,33392,est. rec.,26049616
Elevator and Moving Stairway Manufacturing,333921,firms,166
,333921,estab.,176
,333921,empl.,7549
,333921,ann. pay.,347311
,333921,est. rec.,2023508
Conveyor and Conveying Equipment Manufacturing,333922,firms,741
,333922,estab.,782
,333922,empl.,31144
,333922,ann. pay.,1607311
,333922,est. rec.,7157432
"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",333923,firms,265
,333923,estab.,302
,333923,empl.,15662
,333923,ann. pay.,868694
,333923,est. rec.,7513809
"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",333924,firms,397
,333924,estab.,425
,333924,empl.,26331
,333924,ann. pay.,1171843
,333924,est. rec.,9354867
All Other General Purpose Machinery Manufacturing,33399,firms,3371
,33399,estab.,3674
,33399,empl.,145883
,33399,ann. pay.,7515435
,33399,est. rec.,37632499
Power-Driven Handtool Manufacturing,333991,firms,141
,333991,estab.,156
,333991,empl.,7908
,333991,ann. pay.,346868
,333991,est. rec.,2616553
Welding and Soldering Equipment Manufacturing,333992,firms,280
,333992,estab.,303
,333992,empl.,17529
,333992,ann. pay.,909800
,333992,est. rec.,5935489
Packaging Machinery Manufacturing,333993,firms,576
,333993,estab.,608
,333993,empl.,21610
,333993,ann. pay.,1182579
,333993,est. rec.,4625449
Industrial Process Furnace and Oven Manufacturing,333994,firms,320
,333994,estab.,343
,333994,empl.,11013
,333994,ann. pay.,557917
,333994,est. rec.,2494010
Fluid Power Cylinder and Actuator Manufacturing,333995,firms,271
,333995,estab.,324
,333995,empl.,20033
,333995,ann. pay.,1075935
,333995,est. rec.,5290285
Fluid Power Pump and Motor Manufacturing,333996,firms,146
